budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
22000000,27.898438,88880821,122,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
22000000,23.218144,110627965,114,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354
22000000,26.071644,92542418,132,love is all you need,I Am Sam,7.2,530
22000000,9.175762,67800064,138,Their Empire. His Kingdom.,Son of God,5.9,83
22000000,81.829237,95708457,121,Underworld,Underworld,6.6,2512
22000000,17.7091,57479076,108,He never saw it coming.,Derailed,6.1,319
22000000,17.772518,35424826,108,Based on a tattle-tale.,The Informant!,6,301
22000000,5.609755,0,131,,Shadowlands,6.8,61
22000000,10.259461,22400154,83,For the women of Europe... The price of love just got a lot cheaper.,Deuce Bigalow: European Gigolo,4.7,225
26000000,30.114383,51164106,105,You're never quite ready for what life delivers.,Delivery Man,6.2,551
0,10.547959,9930095,108,Who Can You Trust With The Truth?,Our Kind of Traitor,6,160
22000000,12.887673,19351569,90,They swore nothing would come between them. Then evil walked in the door,Saving Silverman,5.4,154
22000000,13.410919,77112176,94,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6,223
0,3.70789,0,142,No one is safe from son of sam,Summer of Sam,6.3,112
22000000,21.865021,33788161,104,Hollywood had it coming,Jay and Silent Bob Strike Back,6.4,480
30000000,9.448517,23619609,106,The glass is about to be shattered...,The Glass House,5.4,201
22000000,39.006187,63647656,106,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309
22000000,6.404571,0,98,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",Josie and the Pussycats,5.3,72
22000000,35.737655,43058898,100,How far would you go to protect your home?,Homefront,6.4,875
22000000,4.365196,13555988,95,"They're not just best friends, they're blood brothers.",The Little Vampire,6.1,77
22000000,14.925633,0,106,An existential comedy,I Heart Huckabees,6.2,239
22000000,14.725467,10696210,104,He's back to lay down the law.,RoboCop 3,4.2,305
0,0.809588,0,104,"In The Beginning, The End Had A Name.",Megiddo: The Omega Code 2,3.6,8
0,0.816883,0,107,She gave away secrets to one side and her heart to the other.,Darling Lili,4.9,8
70000000,8.792054,0,77,From the creator of 'George of the Jungle' comes a new kind of hero,Dudley Do-Right,3.8,48
25000000,25.002715,72629670,96,He Delivers.,The Transporter Refueled,5.2,559
0,7.588597,0,114,He didn't resist temptation. He pursued it.,The Libertine,5.9,128
21000000,13.906611,26193068,145,"To fight the enemy, she must become one of them.",Black Book,7.2,277
22000000,13.960945,17709155,116,France 1914. A moment of humanity that made history.,Joyeux Noël,7.2,212
2000000,16.668854,14400000,100,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,5.5,224
0,6.847133,0,104,,Mad Money,5.9,140
22000000,48.784734,15447154,92,Who do you trust?,Before I Go to Sleep,6.2,659
22000000,9.088209,12000000,121,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,Sorcerer,7.4,98
22000000,12.445176,9479718,105,Some People Tell Lies. Others Live Them.,Stone,5.2,192
0,4.61335,0,115,,Moliere,6.7,45
22000000,29.230298,15400000,116,Sometimes your battles choose you.,Out of the Furnace,6.5,720
25000000,18.961323,92991835,119,The truth can be adjusted,Michael Clayton,6.5,501
0,2.809378,0,101,"A comedy about life, liberty and the pursuit of two ex-presidents.",My Fellow Americans,6.3,46
21500000,12.819447,0,117,Your Paranoia Is Real.,Arlington Road,7,239
22000000,14.866351,24000000,106,There's only one team this summer.,Underdogs,6,122
17000000,15.013386,73244881,111,,To Rome with Love,5.6,546
18000000,8.700565,70687344,136,...the most devastating killing machine ever built... his job... steal it!,Firefox,5.5,139
21000000,27.197799,0,81,UH-OH.,"South Park: Bigger, Longer & Uncut",7.1,893
9000000,20.410354,46,90,From director Frank Oz comes the story of a family that puts the F U in funeral.,Death at a Funeral,6.9,497
21000000,10.207065,42000000,96,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184
32000000,5.683281,40222729,106,The most important thing in life is showing up,Hardball,6.3,123
21000000,63.599973,205738714,122,Watch For The Signs,Silver Linings Playbook,6.9,4742
21000000,17.746981,41170784,123,Their story. Their world. Their future.,Freedom Writers,7.5,356
0,1.934524,37000000,134,Many voices. One poem.,For Colored Girls,7,22
21000000,34.433521,43928932,92,Rules are made to be broken.,The Transporter,6.6,1692
20000000,26.21425,41627431,115,Win or lose... Everyone has their fight.,Never Back Down,6.4,497
21000000,4.781538,17762705,104,Looks Can Kill,The Rage: Carrie 2,5.1,76
17000000,10.13559,14899417,98,,Away We Go,6.7,189
21000000,5.815881,17600000,120,One ordinary guy is giving the candidates a reason to run.,Swing Vote,5.8,65
21000000,8.982335,10011050,117,,Moonlight Mile,6.5,52
30000000,33.649652,0,127,How do you find an enemy who is hidden right before your eyes?,Tinker Tailor Soldier Spy,6.6,840
0,2.636193,0,102,Innocence is bliss. See the world through her.,Molly,5.5,14
21000000,13.847872,970816,91,He's here to save Walter's life.,The Beaver,6.3,276
35000000,4.189378,69701637,114,With Burt and Dolly this much fun just couldn't be legal!,The Best Little Whorehouse in Texas,5.9,41
15000000,21.928025,2856712,97,Play it. Live it. Kill for it.,eXistenZ,6.7,475
18000000,68.159596,389925971,115,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
18000000,81.487685,358991681,120,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2395
20000000,52.456505,303788635,135,We are not alone.,Close Encounters of the Third Kind,7.2,1098
38000000,9.662715,29907685,90,You are now infected.,Pulse,5,150
20000000,25.28436,299965036,100,,Beverly Hills Cop II,6.1,613
20000000,8.351385,132675402,105,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,5.4,183
19000000,18.174804,272742922,119,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443
20000000,21.815122,121697323,94,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
20000000,20.99174,117224271,94,Don't try this at home,Jackass 3D,6.4,428
20000000,19.636044,187884007,116,Just when you thought it was safe to go back in the water...,Jaws 2,5.9,406
20000000,12.25264,149281606,91,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,4.9,209
13000000,49.975409,318000141,112,Based on the true case files of the Warrens,The Conjuring,7.4,3092
32000000,13.590677,97918663,95,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,Are We There Yet?,5.2,221
20000000,21.657563,100525432,97,She hit the road. The road hit back.,Tammy,5,500
35000000,43.057323,131282949,108,He just landed the gig of his life: 5th grade.,School of Rock,6.7,1414
18000000,16.470895,122195920,101,Nothing In This World Has Prepared You For This.,Mortal Kombat,5.4,442
37000000,28.703007,113086475,109,They're going deep undercover.,White Chicks,6.3,679
20000000,40.903931,177243185,115,The South Pacific ain't that terrific.,The Descendants,6.7,934
20000000,22.001408,0,117,Some secrets are too big to keep hidden.,Holes,6.7,383
0,23.139971,0,107,"A story about family, first love, second chances and the moment in life that lead you back home.",The Last Song,6.9,923
20000000,95.9229,187000000,134,The extraordinary true story of Solomon Northup,12 Years a Slave,7.9,3674
20000000,4.748929,57588485,118,Half time is game time,Drumline,6.2,116
20000000,2.986286,60072596,121,Marriage is an institution they're committed to.,Why Did I Get Married Too?,6.1,29
20000000,47.51363,53000000,105,His scars run deep.,Edward Scissorhands,7.5,3601
20000000,53.161905,207945075,110,#LiveBoldly,Me Before You,7.6,2562
0,7.050951,0,114,"Believe it or not, they know too much.",Madea's Witness Protection,5.9,52
1800000,15.978136,41158757,104,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,7.4,422
20000000,42.512296,183936074,100,Party like a mother.,Bad Moms,6.3,1252
20000000,10.098722,48548426,83,An Unprotected Comedy,Date Movie,3.6,222
20000000,15.341196,109862682,72,The Classic Continues,Return to Never Land,6.1,290
20000000,29.023184,66787908,127,One dream can change the world.,Selma,7.4,817
20000000,19.819893,135680000,72,Feel the jungle beat,The Jungle Book 2,5.6,269
20000000,11.62423,67192859,89,You thought it was just a story.,Boogeyman,4.6,191
20000000,22.049787,84146832,96,Reality is only a nightmare away,Premonition,5.8,381
30000000,9.829859,45554533,77,,The Tigger Movie,6.3,143
20000000,29.295801,41596251,123,Can you keep a secret?,Orphan,6.7,1261
20000000,14.136476,43967255,111,Best Friend. Hero. Marine.,Max,6.8,276
20000000,6.064638,86865564,86,We know it's big. We measured.,Epic Movie,3.2,326
20000000,41.503588,88346473,128,Break the story. Break the silence.,Spotlight,7.8,2686
20000000,20.495749,27640028,110,What Could Be Safer Than Living Next to a Cop?,Lakeview Terrace,5.9,292
20000000,13.906944,39143839,102,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,5.2,283
20000000,2.003047,37672350,124,Sometimes you have to break the rules to free your heart.,How Stella Got Her Groove Back,6,24
0,11.349664,0,98,Once... they made history. Now... they are history.,Bill & Ted's Bogus Journey,5.9,308
20000000,11.203335,41237648,115,Elections are made to be broken.,Man of the Year,5.8,129
20000000,8.265317,35841901,98,A journey that begins where everything ends!,The Black Hole,6.1,131
20000000,18.632156,65464324,104,,The American,5.8,481
20000000,6.92592,60000000,127,Discover the true story of one of America's brightest stars... that faded too soon.,Selena,7,114
20000000,17.165039,80547866,82,Some sagas just won't die.,Vampires Suck,4.2,315
25000000,25.785925,135330182,143,If You Want to be Understood...Listen,Babel,6.9,1055
19800000,20.311684,41296320,103,Welcome Home. Get Uncomfortable.,This Is Where I Leave You,6.5,505
20000000,20.975165,50907234,104,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,7,435
32000000,26.509175,50907422,98,Putting The 'F' back in 'Freedom',Team America: World Police,6.6,660
20000000,26.497025,47241945,92,Evil wears many faces.,Texas Chainsaw 3D,5.3,465
0,14.211699,0,124,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",Copycat,6.4,194
20000000,36.819044,78378744,86,Evil is coming. Bring protection.,Scary Movie 5,4.6,793
20000000,7.902536,31678778,158,Stake Your Claim To The Musical Goldmine of '69!,Paint Your Wagon,6.2,63
20000000,30.909699,54586584,128,Never Blend In.,Milk,7.1,612
20000000,16.663797,46069568,107,Witness the manhunt that changed the course of human history,Risen,5.7,295
35000000,27.724913,68349884,91,Sea Evil,Ghost Ship,5.3,531
19000000,17.971883,35387212,108,Christmas comes prematurely.,A Very Harold & Kumar Christmas,6,328
20000000,25.041992,67200000,108,They're dying to play with you.,Wild Things,6.3,444
0,7.924428,0,101,Daddy's home.,The Stepfather,5.4,167
20000000,14.857884,45636368,113,Every secret comes with a price.,The Debt,6.3,257
30000000,23.982956,47126295,113,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7,628
20000000,12.458131,0,87,What will it sound like when you die?,One Missed Call,4.7,171
20000000,3.996392,0,101,What do you do when justice fails?,Eye for an Eye,5.8,63
20000000,30.387754,64822796,112,,The Bank Job,6.6,697
20000000,56.481487,72258126,108,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
20000000,19.962713,32005248,105,What doesn't kill you... is going to marry your brother.,You Again,6,368
20000000,18.666876,65569869,109,Their city. Their rules. No prisoners.,Street Kings,6.3,363
20000000,55.964605,46089287,109,Good food. Fine ales. Total Annihilation.,The World's End,6.7,1778
0,5.0348,0,99,Small Town Girl. Big Time Adventure.,Nancy Drew,5.8,143
20000000,28.019226,51416464,98,"In 2019, The Most Precious Natural Resource... Is Us.",Daybreakers,6,634
20000000,16.176976,49779728,104,"When she's this hot, You get one shot.",She's Out of My League,5.9,525
20000000,17.237143,17425000,109,She's having the time of someone else's life.,Monte Carlo,6,593
9000000,4.34503,27105095,100,You die in the game - you die for real.,Stay Alive,5.3,155
0,11.360997,0,119,There's a price on his head. A girl on his mind. And a twinkle in his eye.,Quigley Down Under,6.5,119
20000000,12.300789,39300000,88,A Pawsome 3D Adventure,Alpha and Omega,5.3,124
20000000,15.804814,37597471,97,Only the power of Hell can help them.,The Covenant,5.2,288
0,9.750557,0,105,The world of competitive gymnastics is about to be turned on its head.,Stick It,6.3,148
40000000,4.100942,28972508,89,Not So TALL Tales From The Director Of 'Spy Kids',Shorts,5.1,44
20000000,12.309715,21284514,106,All she wanted was a little attention.,To Die For,6.7,175
20000000,62.933899,83707310,96,Are you a watcher or a player?,Nerve,7.1,2181
20000000,16.074397,20211394,115,Feelings get you killed.,Appaloosa,6.3,299
20000000,17.016284,0,108,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255
806948,93.067866,32000000,109,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,8.2,2320
20000000,17.145287,36620508,101,It's funny what love can make you do...,My Best Friend's Girl,5.4,220
20000000,27.256849,34077920,103,Say Goodbye to Innocence,Endless Love,6.7,542
20000000,7.878177,0,113,"In this family, attitude doesn't skip a generation.",Georgia Rule,5.6,130
20000000,0.173964,2297493,98,Who knew so many little people would throw such a huge party?,Under the Rainbow,4.9,7
20000000,14.370111,18432000,121,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,260
20000000,11.090254,18253415,114,Destiny has big plans for little Simon Birch.,Simon Birch,6.5,52
20000000,20.82778,22222308,124,Let in the unexpected.,Reign Over Me,7.1,334
15000000,43.644978,56255142,148,Into the heart. Into the soul.,Into the Wild,7.8,3045
20000000,8.244324,17807569,100,Life's A Game. Learn How To Play.,School for Scoundrels,5.6,111
20000000,23.292761,52302796,94,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5,432
19000000,64.181668,25836616,108,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1603
0,9.03154,0,68,There's something new in the Hundred Acre Wood.,Pooh's Heffalump Movie,6.4,88
0,4.031585,17519169,103,We'll do it every year..until we get it right,Home for the Holidays,6.3,39
20000000,13.658985,100914445,99,So many gangsters...so little time.,Kung Fu Hustle,7.2,831
35000000,6.908351,0,88,It's A Bear Getting The Family Together!,The Country Bears,4.3,20
20000000,10.446722,73276047,128,There is a way to be good again.,The Kite Runner,7.3,394
20000000,32.243357,60427839,124,How much does life weigh?,21 Grams,7.2,918
20000000,9.149089,16605763,84,One good shot deserves another.,Paparazzi,5.8,52
20000000,5.596835,17432163,101,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,5.3,83
0,5.214408,0,98,Dare to be different.,Loser,5,120
20000000,10.50098,17436509,120,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7,167
20000000,3.011205,15473333,199,,The Greatest Story Ever Told,6.5,41
19500000,15.012237,34854990,111,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,336
25000000,16.238961,14109284,87,Your favorite movies are going to be destroyed.,Disaster Movie,3,240
20000000,15.21229,22942221,88,Who will be the last man standing?,Armored,5.5,208
20000000,6.397042,13801755,97,"He’s on a mission so secret, even he doesn’t know about it.",The Man Who Knew Too Little,6.5,125
20000000,19.220789,30426096,106,Ally's looking for the best ex of her life.,What's Your Number?,6.2,671
20000000,35.232278,32204030,95,Take no prisoners.,Lockout,5.8,715
40000000,9.842771,0,99,"Success didn’t go to his head, it went to his neighbor.",Envy,4.8,139
20000000,35.542809,34560577,96,"Stay Charged, Stay Alive!",Crank: High Voltage,5.9,861
0,7.829295,0,98,,Bullets Over Broadway,7,130
20000000,3.476925,13391174,123,Feel The Touch Of Destiny,One Night with the King,6.1,12
30000000,5.133744,27674124,101,,The Quiet American,6.4,81
20000000,14.031377,12482775,101,Dave Spritz is about to take his best shot . . . at life,The Weather Man,6,289
20000000,17.227376,12398628,96,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1,139
0,17.98817,0,102,He sees dead people... and they annoy him.,Ghost Town,6.4,286
20000000,15.66135,17280326,108,Survive all 12,12 Rounds,5.7,220
20000000,19.705311,24145613,116,Innocence dies. Abby doesn't.,Let Me In,6.7,641
0,2.645722,0,93,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.5,48
0,17.662683,0,102,"You name it, we shoot it.",Be Kind Rewind,6.2,424
0,2.894154,0,103,,Mrs Henderson Presents,6.4,62
20000000,29.371987,12639297,115,The Code on the Street is Never Black & White,Triple 9,5.6,797
20000000,11.352693,10686841,96,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,7.3,187
20000000,7.553773,0,98,All's fair in the war of love.,Three to Tango,5.4,62
20000000,30.477114,36606743,100,Never underestimate a man with everything to lose.,Burnt,6.3,950
20000000,9.927018,0,106,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,5.6,105
20000000,12.379781,0,101,,Everyone Says I Love You,6.5,147
20000000,12.643703,16974459,105,Protect what's yours.,Death Sentence,6.5,297
21000000,15.440465,0,99,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284
0,5.886228,9109322,88,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,35
0,6.925645,12382362,83,One guy walks the walk. The other talks and talks.,The Man,5.4,133
20000000,9.36146,10337477,84,,Code Name: The Cleaner,4.7,78
20000000,6.102663,11341016,98,"When you follow your dream, there's no telling what you'll become.",Connie and Carla,6.4,24
8000000,0.709143,20000000,149,Love is what it's all about!,Sweet Charity,6.5,15
20000000,45.742217,11110975,148,"Under the paving stones, the beach!",Inherent Vice,6.5,833
0,1.682839,0,85,Things are about to get hairy.,Doogal,3.2,18
20000000,8.237336,16549477,110,The World is watching,Battle of the Year,5.9,88
20000000,2.605374,7000000,83,Laugh like you're country depends on it.,An American Carol,4.1,20
12000000,29.072964,15008161,107,Trained to kill. Left for dead. Back for more.,Machete Kills,5.3,631
22000000,1.322528,0,100,"When the cat's away, the rats will play.",Willard,5.8,82
0,4.961306,6575282,87,This ain't March of the Penguins.,Strange Wilderness,4.7,69
0,8.628519,0,160,Gilbert & Sullivan & So Much More,Topsy-Turvy,6.7,41
20000000,12.232048,6420319,106,Believe the impossible.,Little Boy,7,185
15000000,27.133277,27462041,99,Why deny what you desire the most.,A Dangerous Method,6.2,571
8700000,26.093043,7659918,100,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,532
0,13.621201,0,117,Legends Start Somewhere,Chasing Mavericks,7,216
20000000,9.292987,10442808,96,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,Alone in the Dark,3.1,173
20000000,7.716606,5210988,111,Band Together,Bandslam,5.4,126
20000000,7.698075,0,100,Be careful what you wish for.,Birth,5.9,179
20000000,37.629309,12007070,125,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546
0,2.405911,0,114,,Passchendaele,6.3,26
0,3.350297,0,119,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,59
20000000,13.032308,4001121,135,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,195
20000000,15.131867,16863583,93,Be careful who you trust.,The Cold Light of Day,4.8,271
20000000,10.218307,5530764,114,They'd never let the truth come between them.,The Brothers Bloom,6.8,203
21000000,12.761176,0,124,,"Synecdoche, New York",7.4,278
26500000,60.732738,159375308,134,The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,8.2,1983
0,0.49446,0,114,,Bon voyage,5.7,20
0,6.574285,0,124,The Musical Comedy Smash of the 80's!,Can't Stop the Music,4.9,9
2000000,14.617944,5048693,104,This land will be civilized.,The Proposition,7.1,218
20000000,3.102987,0,118,Hope never quits,My All American,6.8,36
20000000,5.65327,1675706,84,Uptown Gets Down.,Marci X,3.3,12
20000000,44.566609,5359645,107,"In a future where freedom is outlawed, outlaws will become heroes.",Equilibrium,6.9,1552
40000000,8.978408,7400000,125,"War made them orphans, one man made them legends",The Children of Huang Shi,6.5,52
0,10.150993,0,115,He's the target of the most merciless family in New York. His own.,The Yards,6,97
0,0.28576,0,88,,The Oogieloves in the Big Balloon Adventure,2.2,8
10000000,11.267676,3727746,122,,By the Sea,5.4,156
20000000,9.129808,0,126,He will save the future.,Steamboy,6.4,102
0,2.013405,0,101,,The Game of Their Lives,5.8,14
0,20.086645,0,101,The perfect love story. Until it became the perfect crime.,All Good Things,5.9,286
20000000,3.581906,305070,107,,Rapa Nui,6.2,33
0,12.373248,47301471,86,It's out of this world.,CJ7,6.1,107
0,12.283025,0,118,They come back!,The Visitors II: The Corridors of Time,5.8,221
20000000,10.617236,4634062,107,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139
20000000,6.377308,0,100,,People I Know,5.5,48
20000000,3.620537,346594,110,,The Tempest,6,31
0,27.215666,17671101,106,Fear always finds its victim,Regression,5.3,585
0,4.127155,0,102,,Three Kingdoms: Resurrection of the Dragon,6.6,35
20000000,13.118983,0,95,Lives will be broken,Butterfly on a Wheel,6.3,130
20000000,14.182301,0,83,Airborne to be wild.,Zambezia,5.3,68
0,0.416179,0,170,,Ramanujan,5,3
0,0.485405,0,98,,Dwegons,0.5,1
20000000,7.444189,0,105,No más. No surrender.,Hands of Stone,6.1,109
20000000,33.625477,0,96,His Next Target is Now Hunting Him,Survivor,5.4,404
27220000,28.060472,5496951,105,The hunter becomes the hunted,The Frozen Ground,6.1,465
19400000,20.746932,0,125,Sometimes the greatest journey is the distance between two people.,The Painted Veil,7.1,312
27000000,7.727035,0,150,,The Baader Meinhof Complex,7.1,157
22000000,45.707835,424208848,181,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1046
20000000,28.497242,216197492,92,She doesn't give an F.,Bad Teacher,5.4,1584
19000000,11.47316,110879513,113,Deception is dangerous. Desire is deadly.,Sea of Love,6.7,141
19000000,25.28132,70067909,95,Once upon a time... can happen any time.,A Cinderella Story,6.1,713
14000000,45.99611,173046663,111,Someone has taken their love of scary movies one step too far.,Scream,7,1476
0,20.392858,0,91,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",Thir13en Ghosts,5.4,440
19000000,78.699993,44017374,144,A masterpiece of modern horror.,The Shining,8.1,3757
19000000,76.603233,381109762,116,He's the only kid ever to get into trouble before he was born.,Back to the Future,8,6079
19000000,13.664614,40846082,93,Evil loves to party.,House on Haunted Hill,5.5,209
0,2.242809,0,113,,I Can Do Bad All By Myself,6,40
27000000,1.224105,0,90,One way in. No way out.,Fight Valley,3.9,8
19000000,27.494037,49830607,101,The most unexpected comedy ever conceived.,The Switch,5.9,583
18000000,18.47518,101564935,95,Welcome to the honeymoon from hell.,Just Married,5.3,404
19100000,10.559414,5728213,109,"The 80's were brilliant, if you were in charge.",The Devil's Double,6.5,208
0,1.916351,0,85,Little Engines CAN Do Big Things...,Thomas and the Magic Railroad,4.6,8
20000000,28.867568,54956140,101,Fear Thy Neighbor,The Crazies,6.2,633
15000000,118.968562,274925095,125,The tunnel led Chihiro to a mysterious town...,Spirited Away,8.3,3840
0,3.376967,0,110,,Firestorm,5.9,43
25000000,7.436491,8613462,132,"After 200 years, the truth behind the legend.",The Bounty,6.5,108
0,57.84156,76586316,131,Courage beyond words.,The Book Thief,7.4,1486
19000000,17.952817,18755936,109,He's leaving virgin territory,Sex Drive,6,342
19000000,21.959742,29922472,100,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.4,465
19000000,4.229942,4750000,188,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,The Fall of the Roman Empire,6,33
19000000,11.766564,6928068,97,Best. Night. Ever.,Take Me Home Tonight,6.2,208
0,2.366251,5310554,121,If you can't beat the system... change it,Won't Back Down,5.8,40
19000000,0.068228,2119994,93,The joy of the New York City Ballet in an exciting family holiday motion picture.,The Nutcracker,5.6,5
18000000,5.380733,0,116,"Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,12
0,5.625989,0,110,Based on the novel by Philip Roth.,Indignation,6.8,69
19000000,30.205943,108047131,90,What happened over the next 28 days has never been explained.,The Amityville Horror,6,588
19000000,26.441669,32801173,114,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,638
15000000,15.262492,46770602,93,The dead shall inherit the Earth.,Land of the Dead,6,381
0,1.583918,0,107,,Out of Inferno,5.8,11
18500000,44.511363,10680275,118,"Buy the ticket, take the ride.",Fear and Loathing in Las Vegas,7.2,1301
18500000,16.665841,31912793,100,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,6,518
18000000,36.471231,268157400,96,Family vs. Frat,Neighbors,6.2,2713
23000000,85.30318,351583407,101,From zero to hero.,The Mask,6.6,2472
18000000,20.716023,151668774,104,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,6.9,993
18000000,29.487784,261572744,82,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
18000000,25.43954,141774679,96,Don't judge a book by its hair color!,Legally Blonde,6.1,882
18000000,15.314027,87000000,105,A dying planet. A fight for life.,Star Trek III: The Search for Spock,6.4,434
19000000,32.602868,144216468,122,What happened to Emily?,The Exorcism of Emily Rose,6.3,659
17000000,9.832326,65535067,88,He charges $10 but he’s willing to negotiate.,Deuce Bigalow: Male Gigolo,5.5,308
16000000,33.452469,19682924,110,The End Begins,Left Behind,3.7,392
0,14.190837,0,103,Feel The Love,The Family Stone,6.2,249
18000000,6.501815,65070412,106,Let your hair down,Barbershop 2:  Back in Business,5.6,74
23000000,26.58873,76488889,91,He doesn't care if you're naughty or nice.,Bad Santa,6.5,656
16500000,36.15716,67683989,94,"If he were any cooler, he'd still be frozen, baby!",Austin Powers: International Man of Mystery,6.5,1013
18000000,16.027955,88923251,94,People change. Greeks don't.,My Big Fat Greek Wedding 2,5.5,322
21000000,14.329891,72417394,99,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
18000000,50.009408,98235548,107,"If it bleeds, we can kill it...",Predator,7.3,2093
18000000,31.82675,51973029,160,...Everything you've heard is true,Amadeus,7.8,1076
0,9.642041,14796236,88,A Night To Die For.,Prom Night,4.8,167
17000000,36.423717,129042871,97,Welcome to girl world.,Mean Girls,6.9,2320
0,12.309718,0,113,Life offers you a thousand chances ... all you have to do is take one.,Under the Tuscan Sun,6.4,172
19800000,11.693272,87754044,137,Tea at four. Dinner at eight. Murder at midnight.,Gosford Park,6.8,246
18000000,12.243887,41382841,103,"Knowing what you know now, what would you do differently?",Peggy Sue Got Married,5.9,136
18000000,89.811154,103215094,119,or (The Unexpected Virtue of Ignorance),Birdman,7.4,4535
18000000,34.694216,99206215,98,Blue Moon. I used to know the words. Now they're all a jumble.,Blue Jasmine,7,1098
15000000,17.50138,76286096,111,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",United 93,6.9,367
18000000,18.492655,62646763,94,Her dream. Her terms,Honey,6,303
18000000,11.238522,0,81,All the action. All the women. Half the intelligence.,Spy Hard,4.9,147
1000000,14.518598,21378361,89,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,6.4,311
18000000,19.234672,47088990,106,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,342
18000000,4.504377,24911670,121,,Catch-22,6.7,72
0,10.529143,24007324,86,"Right now, the world needs a hero.",Observe and Report,5.6,225
18000000,18.379124,100000000,103,The most powerful legend of all is back in a new adventure.,Conan the Destroyer,5.8,383
18000000,35.524457,23000000,129,,Raging Bull,7.7,938
18000000,13.472365,36133014,109,Sometimes when you least expect it...,Love Happens,5.6,180
18000000,8.321586,0,109,"Before a lifetime of adventure, they lived the adventure of a lifetime.",Young Sherlock Holmes,6.7,167
0,7.668063,0,107,,Fame,5.5,135
18000000,52.464877,35692920,94,There is no force more powerful than the will to live.,127 Hours,7,2606
